district_code,state_code,year,rainfall,rainfall_anom
25,2,2010,1281.011157,17.47363721
27,2,1981,1352.943725,7.906439458
27,2,1982,1413.644842,12.74776529
27,2,1983,1130.809323,-9.81028595
27,2,1984,845.3129161,-32.58056097
27,2,1985,1409.00785,12.37793368
27,2,1986,1476.953228,17.79703848
27,2,1987,1096.408537,-12.55398198
27,2,1988,1890.183212,50.75493275
27,2,1989,1168.696443,-6.788531124
27,2,1990,1622.284422,29.38818703
27,2,1991,936.607107,-25.29922998
27,2,1992,1445.855593,15.31679116
27,2,1993,1350.671351,7.725202195
27,2,1994,1243.841292,-0.795219654
27,2,1995,1309.703105,4.457706706
27,2,1996,1389.278903,10.80441636
27,2,1997,1614.013868,28.72855421
27,2,1998,1490.141333,18.84887932
27,2,1999,1159.234533,-7.54318261
27,2,2000,1148.900015,-8.367430558
27,2,2001,1037.555799,-17.24788702
27,2,2002,926.4419009,-26.10997412
27,2,2003,1023.564013,-18.36382686
27,2,2004,963.1373852,-23.18326033
27,2,2005,1222.070143,-2.531616481
27,2,2006,1154.361182,-7.931865414
27,2,2007,1207.946899,-3.658040985
27,2,2008,1249.959934,-0.307216462
27,2,2009,959.7217169,-23.45568304
27,2,2010,1375.104943,9.673946898
33,2,1981,1052.252133,-1.908512522
33,2,1982,1366.042903,27.34322517
33,2,1983,1260.086694,17.46593261
33,2,1984,875.4045349,-18.39433699
33,2,1985,1237.285889,15.34042983
33,2,1986,1180.000572,10.00026297
33,2,1987,899.5677009,-16.14183417
33,2,1988,1687.572781,57.31640648
33,2,1989,1027.151298,-4.248425314
33,2,1990,1303.967124,21.55648898
33,2,1991,825.940465,-23.00540314
33,2,1992,1066.519309,-0.578519049
33,2,1993,1106.552029,3.153351867
33,2,1994,1181.815342,10.16943679
33,2,1995,1264.548187,17.88183536
33,2,1996,1147.382805,6.959617891
33,2,1997,1183.591487,10.33500991
33,2,1998,1169.411484,9.013142691
33,2,1999,816.9393383,-23.84449282
33,2,2000,981.0247617,-8.548364874
33,2,2001,850.6693057,-20.70016783
33,2,2002,919.1296847,-14.31825593
33,2,2003,897.0980071,-16.3720603
33,2,2004,782.1839534,-27.08440775
33,2,2005,996.7494867,-7.082497879
33,2,2006,869.2221766,-18.97065961
33,2,2007,972.1018737,-9.380161105
33,2,2008,1160.076788,8.142957486
33,2,2009,731.7577057,-31.78516862
33,2,2010,1369.71103,27.68516984
32,2,1981,1098.151146,-24.94798929
32,2,1982,1480.210036,1.163432639
32,2,1983,1628.841916,11.32152565
32,2,1984,1128.94615,-22.84333641
32,2,1985,1560.24838,6.633570947
32,2,1986,1431.374074,-2.174210974
32,2,1987,976.7621619,-33.24419455
32,2,1988,2063.026711,40.99543894
32,2,1989,1384.8647,-5.352846247
32,2,1990,2119.168439,44.83238759
32,2,1991,1010.381757,-30.94649788
32,2,1992,1297.273215,-11.33919626
32,2,1993,1326.948395,-9.3110766
32,2,1994,1563.337829,6.844716165
32,2,1995,1824.052098,24.66296479
32,2,1996,1812.345675,23.8629013
32,2,1997,1625.246446,11.07579695
32,2,1998,2016.173304,37.79329104
32,2,1999,1644.379843,12.38344931
32,2,2000,1475.958514,0.872866754
32,2,2001,1425.326425,-2.587531277
