state_code,district_code,social_group_code,class_category_code,crop_code,crop_noh,irrigated_area,unirrigated_area,total_area
28.0,532.0,1.0,5.0,204.0,28.0,0.0,24.71,24.71
28.0,532.0,1.0,5.0,206.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,207.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,208.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,288.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,399.0,163.0,135.9,661.55,797.45
28.0,532.0,1.0,5.0,401.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,402.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,502.0,9.0,15.47,0.0,15.47
28.0,532.0,1.0,5.0,503.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,504.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,507.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,509.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,520.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,588.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,601.0,3.0,0.0,15.95,15.95
28.0,532.0,1.0,5.0,603.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,604.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,616.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,632.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,688.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,701.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,702.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,703.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,708.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,713.0,6.0,0.0,1.17,1.17
28.0,532.0,1.0,5.0,716.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,717.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,718.0,6.0,0.0,1.17,1.17
28.0,532.0,1.0,5.0,720.0,3.0,0.0,0.65,0.65
28.0,532.0,1.0,5.0,721.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,723.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,728.0,4.0,0.0,0.85,0.85
28.0,532.0,1.0,5.0,730.0,4.0,0.0,0.46,0.46
28.0,532.0,1.0,5.0,788.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,1001.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,1002.0,2.0,0.0,0.65,0.65
28.0,532.0,1.0,5.0,1003.0,15.0,0.0,18.15,18.15
28.0,532.0,1.0,5.0,1004.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,1005.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,1006.0,2.0,0.0,0.32,0.32
28.0,532.0,1.0,5.0,1007.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,1008.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,1009.0,42.0,0.0,180.68,180.68
28.0,532.0,1.0,5.0,1010.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,1011.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,1088.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,1101.0,126.0,37.15,638.19,675.34
28.0,532.0,1.0,5.0,1103.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,1104.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,1188.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,1605.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,1688.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,5.0,1705.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,101.0,8049.0,2280.45,1311.02,3591.47
28.0,532.0,2.0,1.0,102.0,3348.0,0.0,1681.71,1681.71
28.0,532.0,2.0,1.0,103.0,28.0,0.0,17.26,17.26
28.0,532.0,2.0,1.0,104.0,4530.0,123.43,1598.71,1722.14
28.0,532.0,2.0,1.0,105.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,106.0,15.0,0.0,7.94,7.94
28.0,532.0,2.0,1.0,108.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,188.0,13.0,0.0,6.16,6.16
28.0,532.0,2.0,1.0,201.0,303.0,0.0,120.06,120.06
28.0,532.0,2.0,1.0,202.0,6466.0,8.53,2352.97,2361.5
28.0,532.0,2.0,1.0,203.0,710.0,0.0,262.99,262.99
28.0,532.0,2.0,1.0,204.0,1627.0,0.0,516.12,516.12
28.0,532.0,2.0,1.0,206.0,39.0,0.33,11.01,11.34
28.0,532.0,2.0,1.0,207.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,208.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,288.0,6.0,0.0,0.94,0.94
28.0,532.0,2.0,1.0,399.0,23423.0,2412.74,7886.89,10299.63
28.0,532.0,2.0,1.0,401.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,402.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,502.0,110.0,26.07,13.36,39.43
28.0,532.0,2.0,1.0,503.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,504.0,230.0,66.22,6.1,72.32
28.0,532.0,2.0,1.0,507.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,509.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,520.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,588.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,601.0,33.0,0.0,18.65,18.65
28.0,532.0,2.0,1.0,603.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,604.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,616.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,632.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,688.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,701.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,702.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,703.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,708.0,4.0,0.0,2.49,2.49
28.0,532.0,2.0,1.0,713.0,108.0,5.73,29.71,35.44
28.0,532.0,2.0,1.0,716.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,717.0,9.0,0.0,1.75,1.75
28.0,532.0,2.0,1.0,718.0,56.0,4.12,16.66,20.78
28.0,532.0,2.0,1.0,720.0,12.0,0.0,1.84,1.84
28.0,532.0,2.0,1.0,721.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,723.0,0.0,0.0,0.0,0.0
28.0,532.0,2.0,1.0,728.0,81.0,0.0,10.08,10.08
28.0,532.0,2.0,1.0,730.0,51.0,0.0,18.75,18.75
28.0,532.0,2.0,1.0,788.0,4.0,0.67,0.0,0.67
28.0,532.0,2.0,1.0,1001.0,29.0,11.42,5.95,17.37
28.0,532.0,2.0,1.0,1002.0,21.0,0.0,9.7,9.7
28.0,532.0,2.0,1.0,1003.0,516.0,0.0,293.52,293.52
28.0,532.0,2.0,1.0,1004.0,9.0,0.0,5.42,5.42
28.0,532.0,2.0,1.0,1005.0,30.0,0.0,20.36,20.36
