size_class,social_group,district_name,district_code,state_name,state_code,holding_no,holding_ar,holding_whly-owned_self-operatd_no,holding_whly-owned_self-operatd_ar,holding_whly_leased-in_no,holding_whly_leased-in_ar,holding_whly-operatd_no,holding_whly-operatd_ar,holding_partly-ownd_leased-in_operatd_no,holding_partly-ownd_leased-in_operatd_ownd-ar,holding_partly-ownd_leased-in_operatd_leasdin-ar,holding_partly-ownd_leased-in_operatd_operatd-ar,holding_partly-ownd_leased-in_operatd_tot-ar
4.0-5.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,11581,51353,11581,51353,0,0,0,0,0,0,0,0,0
4.0-5.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,5665,25101,5605,24826,18,86,0,0,42,65,124,0,189
4.0-5.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,6462,28666,6462,28666,0,0,0,0,0,0,0,0,0
4.0-5.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,18829,83777,18778,83541,25,113,0,0,26,46,77,0,123
4.0-5.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,19378,85789,19378,85789,0,0,0,0,0,0,0,0,0
4.0-5.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,5318,23533,5318,23533,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,3925,16969,3869,16722,56,247,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,70,309,70,309,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,140,618,140,618,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,258,1152,258,1152,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,286,1265,286,1265,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,1055,4664,1055,4664,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,726,3214,726,3214,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,1152,5130,1152,5130,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,2565,11207,2519,11003,0,0,0,0,46,122,65,17,204
4.0-5.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,170,752,170,752,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,412,1806,409,1795,0,0,0,0,3,6,5,0,11
4.0-5.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,3508,15596,3489,15514,1,4,0,0,18,58,20,0,78
4.0-5.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,1851,8225,1851,8225,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,369,1641,367,1633,2,8,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,64,284,64,284,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,159,704,159,704,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,68,301,68,301,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,56,247,54,240,0,0,0,0,2,3,0,4,6
4.0-5.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,41,184,41,184,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,289,1278,289,1278,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,317,1389,317,1389,0,0,0,0,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,37,164,37,164,0,0,0,0,0,0,0,0,0
4.0-5.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,11712,51449,11656,51202,56,247,0,0,0,0,0,0,0
4.0-5.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,3170,13990,3170,13990,0,0,0,0,0,0,0,0,0
4.0-5.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,6994,30985,6988,30960,0,0,0,0,6,18,7,0,24
4.0-5.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,6899,30551,6899,30551,0,0,0,0,0,0,0,0,0
4.0-5.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,5378,23800,5378,23800,0,0,0,0,0,0,0,0,0
4.0-5.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,16966,75389,16961,75370,0,0,0,0,5,14,0,5,19
4.0-5.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,12648,56031,12644,56015,0,0,0,0,4,12,4,0,16
4.0-5.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,8466,37599,8466,37599,0,0,0,0,0,0,0,0,0
4.0-5.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,7949,34978,7733,34023,26,113,0,0,190,527,280,36,843
4.0-5.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,2814,12451,2788,12336,0,0,0,0,26,84,31,0,115
4.0-5.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,3752,16613,3459,15327,0,0,0,0,293,924,361,0,1285
4.0-5.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,5063,22446,5015,22236,1,4,0,0,47,161,43,2,206
4.0-5.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,5493,24295,5465,24170,9,41,0,0,19,47,37,0,84
4.0-5.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,5232,23131,5204,23003,12,51,0,0,16,0,44,33,77
4.0-5.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,6565,29066,5613,24887,236,1041,0,0,716,1933,1205,0,3138
4.0-5.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,7879,34941,7835,34730,0,0,0,0,44,163,48,0,211
4.0-5.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,11999,53189,11999,53189,0,0,0,0,0,0,0,0,0
4.0-5.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,5976,26460,5914,26178,18,86,0,0,44,68,124,4,195
4.0-5.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,6578,29182,6578,29182,0,0,0,0,0,0,0,0,0
4.0-5.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,20259,90144,20208,89908,25,113,0,0,26,46,77,0,123
4.0-5.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,20339,90044,20339,90044,0,0,0,0,0,0,0,0,0
4.0-5.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,5487,24280,5487,24280,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,4,52,4,52,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,6,78,6,78,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,2,24,2,24,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,24,365,24,365,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,29,390,29,390,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,3,51,3,51,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,13,200,13,200,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,16,211,16,211,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,47,657,47,657,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,20,283,20,283,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,12,184,12,184,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,43,603,43,603,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,59,784,59,784,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,3,39,3,39,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,98,1332,98,1332,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,18,248,18,248,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,70,1037,70,1037,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,1,18,1,18,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,8,117,8,117,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,75,1013,75,1013,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,11,150,11,150,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,149,1871,149,1871,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,11,153,11,153,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,21,269,21,269,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,35,466,35,466,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,28,347,28,347,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,96,1204,96,1204,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,31,368,31,368,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,61,770,61,770,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,22,269,22,269,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,0,0,0,0,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,5,54,5,54,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,7,81,7,81,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,14,173,14,173,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,17,214,17,214,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,22,315,15,210,7,106,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,32,438,32,438,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,37,441,37,441,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,32,440,32,440,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,21,253,21,253,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,51,636,51,636,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,55,763,55,763,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,17,244,17,244,0,0,0,0,0,0,0,0,0
10.0-20.0,OTHERS,ADILABAD,532,TELANGANA,37,1284,16562,1284,16562,0,0,0,0,0,0,0,0,0
10.0-20.0,OTHERS,NIZAMABAD,533,TELANGANA,37,364,4694,364,4694,0,0,0,0,0,0,0,0,0
10.0-20.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,900,11498,900,11498,0,0,0,0,0,0,0,0,0
10.0-20.0,OTHERS,MEDAK,535,TELANGANA,37,1467,18877,1467,18877,0,0,0,0,0,0,0,0,0
10.0-20.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,1138,14870,1138,14870,0,0,0,0,0,0,0,0,0
10.0-20.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,3016,39558,3016,39558,0,0,0,0,0,0,0,0,0
10.0-20.0,OTHERS,NALGONDA,539,TELANGANA,37,1924,24188,1924,24188,0,0,0,0,0,0,0,0,0
10.0-20.0,OTHERS,WARANGAL,540,TELANGANA,37,1277,16713,1277,16713,0,0,0,0,0,0,0,0,0
10.0-20.0,OTHERS,KHAMMAM,541,TELANGANA,37,757,9672,708,9055,13,171,0,0,36,286,112,47,446
10.0-20.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,279,3516,272,3435,0,0,0,0,7,63,18,0,81
10.0-20.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,432,5615,410,5329,0,0,0,0,22,233,53,0,286
10.0-20.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,238,3069,221,2889,0,0,0,0,17,162,7,12,181
10.0-20.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,404,5275,404,5275,0,0,0,0,0,0,0,0,0
10.0-20.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,636,7891,636,7891,0,0,0,0,0,0,0,0,0
10.0-20.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,580,7290,535,6699,10,138,0,0,35,236,217,0,453
10.0-20.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,364,4635,339,4323,0,0,0,0,25,204,108,0,312
10.0-20.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,1846,23281,1846,23281,0,0,0,0,0,0,0,0,0
10.0-20.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,1659,21300,1641,21081,0,0,0,0,18,84,135,0,219
10.0-20.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,796,9816,796,9816,0,0,0,0,0,0,0,0,0
10.0-20.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,3776,47700,3741,47143,9,150,0,0,26,175,232,0,407
10.0-20.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,3835,50212,3835,50212,0,0,0,0,0,0,0,0,0
10.0-20.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,890,11490,883,11387,0,0,0,0,7,69,34,0,103
10.0-20.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,343,4396,343,4396,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,6,79,6,79,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,12,139,12,139,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,43,556,43,556,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,45,602,45,602,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,86,1155,86,1155,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,39,478,39,478,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,169,2241,169,2241,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,263,3407,259,3361,0,0,0,0,4,31,12,3,46
10.0-20.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,19,230,19,230,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,47,590,47,590,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,740,9468,739,9450,1,18,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,425,5364,425,5364,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,58,724,58,724,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,6,74,6,74,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,7,88,7,88,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,3,40,3,40,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,6,79,6,79,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,5,57,5,57,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,18,209,18,209,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,37,462,37,462,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,3,33,3,33,0,0,0,0,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,1780,22881,1780,22881,0,0,0,0,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,387,5004,387,5004,0,0,0,0,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,935,11931,935,11931,0,0,0,0,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,1569,20264,1569,20264,0,0,0,0,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,1240,16209,1240,16209,0,0,0,0,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,3201,41967,3201,41967,0,0,0,0,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,2007,25235,2007,25235,0,0,0,0,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,1507,19725,1507,19725,0,0,0,0,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,1058,13559,1005,12896,13,171,0,0,40,317,124,50,492
10.0-20.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,345,4403,338,4322,0,0,0,0,7,63,18,0,81
10.0-20.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,504,6542,482,6256,0,0,0,0,22,233,53,0,286
10.0-20.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,997,12802,979,12603,1,18,0,0,17,162,7,12,181
10.0-20.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,886,11415,886,11415,0,0,0,0,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,770,9612,770,9612,0,0,0,0,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,611,7718,559,7022,17,244,0,0,35,236,217,0,453
10.0-20.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,501,6493,476,6181,0,0,0,0,25,204,108,0,312
10.0-20.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,1904,24010,1904,24010,0,0,0,0,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,1767,22856,1749,22637,0,0,0,0,18,84,135,0,219
10.0-20.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,823,10144,823,10144,0,0,0,0,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,3853,48661,3818,48104,9,150,0,0,26,175,232,0,407
10.0-20.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,4002,52450,4002,52450,0,0,0,0,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,921,11917,914,11813,0,0,0,0,7,69,34,0,103
7.5-10.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,2,19,2,19,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,2,18,2,18,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,1,9,1,9,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,10,84,10,84,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,9,74,9,74,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,9,80,9,80,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,12,108,12,108,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,37,313,37,313,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,15,131,15,131,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,10,87,10,87,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,31,256,31,256,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,37,324,37,324,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,2,17,2,17,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,79,690,79,690,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,13,116,13,116,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,30,263,30,263,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,6,53,6,53,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,72,627,72,627,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,3,29,3,29,0,0,0,0,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,231,1967,231,1967,0,0,0,0,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,18,153,18,153,0,0,0,0,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,37,311,37,311,0,0,0,0,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,65,554,65,554,0,0,0,0,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,53,454,53,454,0,0,0,0,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,202,1717,202,1717,0,0,0,0,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,64,542,64,542,0,0,0,0,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,132,1128,132,1128,0,0,0,0,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,43,366,42,358,0,0,0,0,1,6,2,0,8
7.5-10.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,2,18,2,18,0,0,0,0,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,15,129,15,129,0,0,0,0,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,6,54,6,54,0,0,0,0,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,18,155,18,155,0,0,0,0,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,26,217,26,217,0,0,0,0,0,0,0,0,0
