size_class,social_group,district_name,district_code,state_name,state_code,holding_no,holding_ar,holding_canal_no,holding_canal_ar,holding_tank_no,holding_tank_ar,holding_well_no,holding_well_ar,holding_tubewell_no,holding_tubewell_ar,no_holdings_othersources,area_irrigated_othersources,no_holdings_receiving_irrigation,total_irrigated_area
0.5-1.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,175759,128007,1428,790,8800,4110,5007,2573,46766,24619,1715,1080,62176,33171
0.5-1.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,92608,68189,1120,728,1324,351,2867,1298,18282,9148,175,106,23273,11632
0.5-1.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,244407,181468,13369,9054,2443,1121,1671,799,37850,21020,3809,2228,58510,34222
0.5-1.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,189071,139326,38675,25144,4568,2269,8766,5142,38288,20780,1539,935,90768,54269
0.5-1.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,164108,120394,2047,1464,19960,12963,84898,55685,4619,2616,2329,1684,112687,74413
0.5-1.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,120992,88605,24023,15736,18907,11785,8309,5417,6896,4803,3919,2672,60259,40413
0.5-1.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,118571,84742,59012,39268,26035,14981,2290,869,2051,1277,2467,1113,89773,57508
0.5-1.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,100576,72296,12549,7975,50486,24801,3371,1752,2822,1639,1022,634,67318,36800
0.5-1.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,105990,75362,25839,15425,26631,14105,4413,2008,2817,1573,12714,7164,71099,40276
0.5-1.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,140848,101019,70568,46527,14669,9688,482,285,20180,12970,2840,1882,106105,71353
0.5-1.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,129591,93569,64746,45841,3887,2691,732,534,47715,34289,4833,3377,121136,86732
0.5-1.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,139148,101590,78685,56986,6135,3771,1267,862,12328,8410,4884,3280,102627,73310
0.5-1.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,210486,152412,107622,76371,1506,919,1029,746,19602,14418,5127,3392,134859,95845
0.5-1.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,164258,120371,17433,12308,7914,4783,577,360,17755,11860,5848,2620,49085,31931
0.5-1.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,110204,80288,32024,22326,35173,22287,4870,3415,12050,8392,2186,1510,85065,57930
0.5-1.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,118412,85808,12366,7846,4993,2866,2813,1613,31340,19309,411,274,51529,31908
0.5-1.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,159152,118677,29919,20471,3622,2397,3713,2401,7925,5368,2561,1762,47193,32398
0.5-1.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,150381,113525,6576,4551,1265,469,721,296,15006,9106,41,23,23116,14446
0.5-1.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,176800,127463,4934,3395,12099,5904,12217,6367,40761,20736,559,367,68127,36770
3.0-4.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,3,10,0,0,0,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,3,10,1,3,1,2,0,0,0,0,0,0,2,5
3.0-4.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,11,37,0,0,3,5,0,0,2,2,0,0,5,6
3.0-4.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,15,51,0,0,5,9,0,0,7,5,0,0,12,14
3.0-4.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,10,34,0,0,2,3,0,0,0,0,0,0,2,3
3.0-4.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,1,3,0,0,0,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,17,60,4,1,8,14,5,11,1,1,0,0,13,28
3.0-4.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,36,125,12,22,0,0,0,0,0,0,21,37,33,59
3.0-4.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,8,26,1,3,0,0,0,0,3,2,6,7,7,12
3.0-4.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,11,38,0,0,0,0,0,0,1,1,2,3,3,5
3.0-4.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,48,166,21,72,0,0,0,0,2,0,22,39,43,111
3.0-4.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,53,185,21,74,0,0,0,0,14,50,16,27,51,151
3.0-4.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,1,4,0,0,0,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,70,244,3,11,0,0,0,0,2,7,24,43,29,61
3.0-4.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,12,40,0,0,0,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,51,175,3,8,0,0,0,0,2,7,37,68,42,83
3.0-4.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,1,3,0,0,0,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,1,3,0,0,0,0,0,0,0,0,1,2,1,2
3.0-4.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,67,230,7,4,0,0,0,0,4,3,3,5,14,12
3.0-4.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,2,7,0,0,0,0,0,0,0,0,1,2,1,2
3.0-4.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,2165,7452,45,105,106,131,68,112,55,102,13,23,265,472
3.0-4.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,364,1231,13,42,20,54,11,13,209,372,36,60,279,541
3.0-4.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,640,2183,93,140,28,19,268,612,49,64,101,158,389,993
3.0-4.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,772,2623,0,0,30,32,16,14,216,400,49,81,284,527
3.0-4.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,903,3069,0,0,14,7,55,69,237,195,31,63,331,334
3.0-4.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,1995,6818,121,252,37,61,36,53,685,1125,74,152,929,1644
3.0-4.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,847,2895,104,277,13,20,129,200,297,351,82,138,571,986
3.0-4.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,762,2631,0,0,123,128,365,722,34,84,72,118,493,1051
3.0-4.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,374,1281,31,95,75,98,30,51,39,54,57,96,190,394
3.0-4.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,31,104,4,14,3,4,0,0,0,0,15,26,22,44
3.0-4.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,130,456,5,12,18,37,10,7,14,21,64,116,95,194
3.0-4.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,51,172,3,5,3,4,0,0,0,0,18,28,24,37
3.0-4.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,188,644,40,66,10,24,3,1,8,23,47,80,104,195
3.0-4.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,258,884,22,77,0,0,0,0,132,446,92,157,246,680
3.0-4.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,277,955,59,189,9,24,0,0,36,72,74,141,174,426
3.0-4.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,369,1254,118,384,5,7,0,0,80,248,98,166,301,805
3.0-4.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,949,3262,42,100,52,59,3,0,247,428,19,49,356,636
3.0-4.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,468,1608,98,263,121,199,63,157,56,139,39,65,359,823
3.0-4.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,227,760,9,7,4,3,3,2,56,114,32,53,90,179
3.0-4.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,1843,6295,188,456,71,167,47,82,178,239,48,79,450,1022
3.0-4.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,1417,4809,17,49,5,1,4,2,298,465,2,1,317,518
3.0-4.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,405,1371,0,0,19,21,48,76,146,183,38,58,214,338
3.0-4.0,OTHERS,ADILABAD,532,TELANGANA,37,12509,43031,553,1253,807,1156,832,1414,796,1372,0,0,2677,5195
3.0-4.0,OTHERS,NIZAMABAD,533,TELANGANA,37,7170,24558,1314,3165,393,603,212,210,4202,8829,0,0,5346,12806
3.0-4.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,12715,43588,2699,4634,786,1131,8802,20380,719,1104,179,282,10026,27531
3.0-4.0,OTHERS,MEDAK,535,TELANGANA,37,12057,41421,75,51,558,580,519,561,5673,9942,99,195,6221,11328
3.0-4.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,9231,31738,139,339,125,61,505,601,3149,3752,14,20,3795,4772
3.0-4.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,26664,91602,2087,4256,535,813,615,1052,11348,18888,721,1761,14917,26770
3.0-4.0,OTHERS,NALGONDA,539,TELANGANA,37,22037,75742,3437,8698,521,773,2644,3478,10020,13040,199,430,15212,26419
3.0-4.0,OTHERS,WARANGAL,540,TELANGANA,37,11805,40557,172,555,1532,2839,7169,15593,618,1224,75,107,8561,20318
3.0-4.0,OTHERS,KHAMMAM,541,TELANGANA,37,8518,29324,2227,5395,1477,2741,1594,3335,1397,2857,414,851,5951,15179
3.0-4.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,4915,16889,2743,8129,1210,2460,206,298,151,306,28,90,4077,11282
3.0-4.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,6486,22505,1110,2482,3204,4518,733,547,934,1447,11,20,4635,9015
3.0-4.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,3103,10550,860,2018,1021,1997,229,380,119,150,10,25,1931,4571
3.0-4.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,7225,24781,2998,8299,945,2360,34,75,1845,5039,194,603,5595,16376
3.0-4.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,9541,32896,3297,10993,263,746,75,255,4988,16754,305,920,8808,29668
3.0-4.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,12420,42669,5604,17948,674,1351,258,434,2508,6783,370,937,8913,27452
3.0-4.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,14884,51040,7243,22988,176,414,131,234,2069,6570,484,1156,10005,31361
3.0-4.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,24242,83503,2039,5070,1241,1685,187,256,5568,9769,818,967,9504,17747
3.0-4.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,10359,35599,2773,7803,2594,6180,464,1196,1558,3748,96,221,6900,19148
3.0-4.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,14352,49117,601,1144,259,354,787,904,4599,8584,55,57,5882,11043
3.0-4.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,30626,105521,4678,11679,426,743,1106,2491,3042,5512,562,1018,9055,21445
3.0-4.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,35876,123279,1244,2472,669,377,450,604,10435,14496,259,154,12084,18102
3.0-4.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,11844,40634,149,456,913,769,1166,1767,6843,9338,82,88,8065,12417
3.0-4.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,6496,22278,56,115,99,138,88,214,46,90,0,0,271,556
3.0-4.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,250,842,25,84,39,67,0,0,116,227,0,0,180,377
3.0-4.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,230,800,64,155,80,141,41,90,2,1,0,0,156,387
3.0-4.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,667,2285,13,11,97,127,10,19,209,334,0,0,265,491
3.0-4.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,659,2256,0,0,41,62,58,38,253,385,0,0,315,485
3.0-4.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,2007,6866,61,139,119,225,43,41,822,1178,0,0,1027,1583
3.0-4.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,1638,5605,278,473,179,301,140,119,663,819,0,0,1089,1711
3.0-4.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,1790,6140,7,25,417,800,775,1919,92,132,0,0,1193,2876
3.0-4.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,4913,16844,233,450,1302,1911,212,319,637,1152,0,0,2155,3833
3.0-4.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,344,1169,27,57,123,189,0,0,0,0,11,14,161,260
3.0-4.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,907,3106,4,3,122,221,7,3,10,13,154,310,280,550
3.0-4.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,6314,21787,54,149,111,145,26,16,0,0,2988,4114,3168,4424
3.0-4.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,2999,10349,66,52,605,1458,0,0,29,82,136,128,836,1720
3.0-4.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,654,2250,0,0,82,183,0,0,324,1098,0,0,405,1281
3.0-4.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,150,514,13,34,37,64,0,0,21,33,0,0,71,131
3.0-4.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,313,1071,38,127,62,113,0,0,118,369,0,0,215,610
3.0-4.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,209,716,2,7,15,25,0,0,100,156,2,2,119,190
3.0-4.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,118,404,3,7,94,169,6,20,19,40,0,0,110,236
3.0-4.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,87,296,0,0,12,19,0,0,6,18,0,0,18,38
3.0-4.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,456,1558,3,3,21,23,15,39,29,49,0,0,67,115
3.0-4.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,885,3034,4,3,7,13,6,5,206,381,4,3,219,404
3.0-4.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,125,425,0,0,9,15,1,0,31,35,0,0,39,50
3.0-4.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,21173,72771,654,1473,1012,1424,988,1740,897,1564,13,23,3213,6224
3.0-4.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,7787,26641,1353,3294,453,724,223,222,4527,9428,36,60,5807,13729
3.0-4.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,13585,46571,2856,4929,894,1290,9111,21082,770,1169,280,441,10571,28911
3.0-4.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,13507,46366,88,62,688,743,545,594,6100,10678,148,276,6775,12352
3.0-4.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,10808,37114,139,339,185,139,618,707,3646,4337,45,83,4453,5605
3.0-4.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,30666,105287,2269,4647,691,1099,694,1147,12855,21191,795,1913,16873,29997
3.0-4.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,24532,84276,3819,9447,715,1097,2913,3797,10980,14210,281,568,16874,29120
3.0-4.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,14358,49332,179,580,2072,3767,8309,18233,744,1440,147,224,10247,24244
3.0-4.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,13822,47509,2495,5942,2862,4764,1841,3716,2074,4064,471,947,8309,19433
3.0-4.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,5326,18288,2786,8221,1336,2653,206,298,151,306,75,166,4293,11644
3.0-4.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,7531,26094,1120,2501,3344,4776,750,558,961,1483,235,453,5017,9771
3.0-4.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,9479,32548,917,2172,1135,2146,255,396,120,152,3018,4171,5126,9037
3.0-4.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,10460,35939,3125,8488,1560,3843,37,76,1884,5145,399,850,6578,18402
3.0-4.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,10506,36215,3340,11144,345,930,75,255,5458,18348,413,1104,9510,31781
3.0-4.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,12848,44141,5676,18170,720,1439,258,434,2565,6888,444,1078,9158,28008
3.0-4.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,15636,53609,7402,23509,243,534,131,234,2269,7195,606,1365,10550,32837
3.0-4.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,25412,87521,2083,5177,1308,1769,190,257,5915,10352,839,1018,9979,18573
3.0-4.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,10996,37786,2877,8081,2809,6547,533,1373,1635,3933,172,354,7411,20289
3.0-4.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,14667,50176,610,1151,275,376,790,905,4661,8716,87,110,5990,11259
3.0-4.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,32926,113377,4869,12139,518,933,1168,2612,3249,5801,611,1099,9573,22583
3.0-4.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,38245,131352,1272,2528,681,391,460,611,10943,15344,268,163,12634,19036
3.0-4.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,12376,42437,149,456,941,804,1215,1844,7020,9556,121,148,8319,12807
2.0-3.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,6,15,0,0,0,0,0,0,0,0,1,1,1,1
2.0-3.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,10,24,0,0,3,4,0,0,0,0,5,6,8,10
2.0-3.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,4,10,0,0,3,4,1,3,0,0,0,0,4,6
2.0-3.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,21,47,0,0,6,6,0,0,7,6,0,0,13,13
2.0-3.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,37,94,0,0,8,10,0,0,3,1,0,0,11,12
2.0-3.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,2,5,0,0,0,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,11,27,0,0,4,5,0,0,0,0,0,0,4,5
2.0-3.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,36,91,4,6,14,18,3,3,0,0,0,0,19,27
2.0-3.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,84,204,22,52,0,0,0,0,4,1,43,64,64,118
2.0-3.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,12,28,0,0,0,0,0,0,0,0,11,16,11,16
2.0-3.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,20,48,0,0,0,0,0,0,0,0,17,21,17,21
2.0-3.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,71,173,25,48,0,0,1,1,6,12,41,50,67,110
2.0-3.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,88,219,45,112,0,0,0,0,3,7,41,53,88,172
2.0-3.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,92,225,5,9,0,0,0,0,6,13,47,64,57,86
2.0-3.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,21,51,0,0,0,0,0,0,0,0,3,1,3,1
2.0-3.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,72,183,20,44,0,0,0,0,3,4,41,51,60,99
2.0-3.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,2,5,0,0,0,0,0,0,0,0,1,1,1,1
2.0-3.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,4,10,0,0,0,0,0,0,0,0,2,2,2,2
2.0-3.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,66,167,0,0,0,0,0,0,0,0,4,5,4,5
2.0-3.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,3,7,0,0,0,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,8827,19880,124,206,272,304,255,387,155,260,16,19,768,1176
2.0-3.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,1728,3990,132,172,79,71,28,15,975,1473,65,68,1134,1798
2.0-3.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,2567,5999,404,414,182,156,1687,2795,62,75,125,92,1957,3530
2.0-3.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,3507,8189,3,1,193,122,139,136,1243,1629,90,112,1540,1999
2.0-3.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,3198,7475,18,14,58,13,212,210,724,557,19,31,980,826
2.0-3.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,7998,18846,399,642,104,123,168,239,2642,3292,61,119,3315,4415
2.0-3.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,3313,7819,371,612,46,74,269,274,1238,1262,72,91,1864,2313
2.0-3.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,2713,6466,0,0,337,416,1665,2610,58,77,36,40,1906,3142
2.0-3.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,1607,3701,228,370,185,285,243,341,78,141,350,390,983,1527
2.0-3.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,148,350,35,75,9,10,0,0,0,0,51,62,95,147
2.0-3.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,426,988,48,89,99,116,23,13,49,70,105,109,285,398
2.0-3.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,216,486,9,18,83,123,11,10,1,2,48,54,149,206
2.0-3.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,568,1359,188,320,53,124,6,13,32,63,93,108,363,628
2.0-3.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,975,2267,108,258,31,74,3,6,520,1204,254,296,915,1838
2.0-3.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,956,2269,356,827,83,98,7,9,152,269,100,153,655,1356
2.0-3.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,1120,2658,361,872,17,11,0,0,92,224,281,331,751,1437
2.0-3.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,5007,11233,163,288,183,173,70,117,1296,1930,54,103,1741,2610
2.0-3.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,2190,4996,400,826,603,876,142,275,293,592,30,34,1411,2603
2.0-3.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,2036,4499,125,97,30,36,53,50,734,1090,67,82,986,1354
2.0-3.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,6147,14372,700,1198,96,75,178,303,458,656,154,183,1445,2415
2.0-3.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,10414,23206,165,297,16,11,21,28,1090,1195,0,0,1253,1531
2.0-3.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,2485,5646,78,152,116,132,264,295,916,944,43,52,1335,1575
2.0-3.0,OTHERS,ADILABAD,532,TELANGANA,37,39249,90886,1498,2352,1682,1925,2293,3522,1974,2968,0,0,6714,10767
2.0-3.0,OTHERS,NIZAMABAD,533,TELANGANA,37,23255,54826,4204,7533,1157,1400,705,678,13122,20769,0,0,16950,30380
2.0-3.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,38276,91220,8602,10810,2572,2799,25990,43669,1310,1855,383,379,30443,59512
2.0-3.0,OTHERS,MEDAK,535,TELANGANA,37,33905,80468,194,125,1693,1474,1356,1250,15470,19718,374,480,17483,23048
2.0-3.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,24844,58940,400,640,323,134,1394,1340,7456,7307,62,82,9262,9502
2.0-3.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,77598,185319,5498,8772,1359,1592,1455,1938,27867,35647,1611,2793,36756,50743
2.0-3.0,OTHERS,NALGONDA,539,TELANGANA,37,57527,137211,9211,17217,937,1268,5655,5981,22567,23910,448,734,36689,49110
2.0-3.0,OTHERS,WARANGAL,540,TELANGANA,37,34115,81362,449,1059,3720,5499,21230,35083,1630,2426,363,299,25581,44367
2.0-3.0,OTHERS,KHAMMAM,541,TELANGANA,37,23470,55827,5509,9326,3933,5383,3834,6128,3555,5328,1290,1830,15389,27995
2.0-3.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,14935,35750,8104,16719,3669,5695,576,677,373,615,200,449,12444,24156
2.0-3.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,15783,37896,2279,3431,7923,8877,1774,1289,2145,2864,156,174,11136,16635
