size_class,social_group,district_name,district_code,state_name,state_code,holding_no,holding_ar,holding_canal_no,holding_canal_ar,holding_tank_no,holding_tank_ar,holding_well_no,holding_well_ar,holding_tubewell_no,holding_tubewell_ar,no_holdings_othersources,area_irrigated_othersources,no_holdings_receiving_irrigation,total_irrigated_area
10.0-20.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,997,12802,30,261,85,685,6,5,10,30,603,1830,711,2812
10.0-20.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,886,11415,59,675,129,992,2,8,98,796,164,845,435,3316
10.0-20.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,770,9612,30,333,0,0,4,42,475,5617,143,949,646,6940
10.0-20.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,611,7718,109,975,70,391,5,18,121,901,68,433,347,2718
10.0-20.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,501,6493,129,1616,3,4,2,4,49,400,173,1161,343,3185
10.0-20.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,1904,24010,103,660,188,404,75,179,532,1723,143,395,902,3360
10.0-20.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,1767,22856,200,1492,242,1507,72,479,331,2919,118,819,873,7216
10.0-20.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,823,10144,25,118,4,2,29,60,290,1150,51,321,372,1650
10.0-20.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,3853,48661,533,3539,61,328,314,1639,642,2341,230,1057,1522,8903
10.0-20.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,4002,52450,201,1039,12,27,106,275,1550,7026,20,32,1757,8400
10.0-20.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,921,11917,20,170,79,241,72,293,476,1737,51,275,602,2716
7.5-10.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,2,19,0,0,0,0,0,0,0,0,1,5,1,5
7.5-10.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,2,18,0,0,1,5,0,0,1,2,0,0,2,7
7.5-10.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,1,9,0,0,0,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,10,84,0,0,1,4,0,0,3,6,0,0,4,10
7.5-10.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,9,74,0,0,6,24,0,0,0,0,0,0,6,24
7.5-10.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,9,80,3,27,2,8,0,0,0,0,0,0,5,35
7.5-10.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,12,108,1,6,7,31,0,0,0,0,0,0,8,37
7.5-10.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,37,313,7,34,0,0,0,0,0,0,24,118,31,152
7.5-10.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,15,131,0,0,0,0,0,0,3,1,10,26,10,27
7.5-10.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,10,87,0,0,0,0,0,0,0,0,6,26,6,26
7.5-10.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,31,256,8,63,0,0,0,0,2,16,19,79,29,158
7.5-10.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,37,324,8,71,0,0,0,0,7,59,18,80,33,210
7.5-10.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,2,17,0,0,0,0,1,4,1,4,0,0,1,8
7.5-10.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,79,690,21,172,0,0,0,0,3,27,15,71,38,270
7.5-10.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,13,116,0,0,0,0,0,0,0,0,8,28,8,28
7.5-10.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,30,263,0,0,0,0,0,0,0,0,26,128,26,128
7.5-10.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,6,53,2,17,0,0,0,0,1,3,1,5,4,25
7.5-10.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,72,627,10,25,0,0,0,0,3,11,0,0,13,36
7.5-10.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,3,29,0,0,0,0,0,0,0,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,231,1967,0,0,6,11,4,15,1,2,9,38,20,67
7.5-10.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,18,153,0,0,0,0,0,0,0,0,11,47,11,47
7.5-10.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,37,311,8,10,0,0,11,45,8,10,8,34,19,98
7.5-10.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,65,554,0,0,0,0,0,0,5,25,5,22,10,47
7.5-10.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,53,454,0,0,0,0,0,0,12,19,7,30,19,49
7.5-10.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,202,1717,8,33,0,0,0,0,35,160,9,37,52,230
7.5-10.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,64,542,0,0,0,0,10,28,8,17,16,66,33,111
7.5-10.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,132,1128,7,58,3,25,60,171,0,0,32,141,102,395
7.5-10.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,43,366,11,46,11,51,1,3,2,3,3,13,23,116
7.5-10.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,2,18,0,0,0,0,0,0,0,0,2,9,2,9
7.5-10.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,15,129,0,0,3,18,0,0,0,0,8,34,11,52
7.5-10.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,6,54,1,8,0,0,0,0,0,0,4,18,5,27
7.5-10.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,18,155,0,0,0,0,0,0,0,0,11,49,11,49
7.5-10.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,26,217,0,0,0,0,0,0,15,125,9,37,24,163
7.5-10.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,28,240,5,28,0,0,0,0,3,16,15,65,20,109
7.5-10.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,48,409,3,19,0,0,0,0,3,19,41,175,45,213
7.5-10.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,52,434,0,0,0,0,0,0,3,3,13,54,16,57
7.5-10.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,43,364,0,0,9,42,0,0,5,42,19,80,33,164
7.5-10.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,11,95,0,0,0,0,0,0,1,2,2,8,3,10
7.5-10.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,157,1329,16,63,3,3,0,0,15,57,17,68,47,191
7.5-10.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,88,755,0,0,0,0,4,7,5,24,5,22,14,53
7.5-10.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,19,164,0,0,0,0,0,0,5,6,9,39,14,45
7.5-10.0,OTHERS,ADILABAD,532,TELANGANA,37,1893,16157,72,429,152,370,198,605,159,502,0,0,493,1906
7.5-10.0,OTHERS,NIZAMABAD,533,TELANGANA,37,591,5048,75,278,94,448,15,23,319,1504,8,36,466,2289
7.5-10.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,1386,11798,195,737,270,964,747,4059,166,417,12,69,1011,6247
7.5-10.0,OTHERS,MEDAK,535,TELANGANA,37,2020,17260,10,10,93,273,111,264,883,3051,16,41,948,3638
7.5-10.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,1436,12257,19,108,13,21,126,320,521,1115,5,6,627,1569
7.5-10.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,4569,39154,346,1490,68,154,124,253,2320,7581,135,623,2737,10101
7.5-10.0,OTHERS,NALGONDA,539,TELANGANA,37,3081,26268,470,2476,164,488,710,1226,1749,4279,42,179,2447,8648
7.5-10.0,OTHERS,WARANGAL,540,TELANGANA,37,1903,16164,161,1362,212,760,858,3296,80,231,8,36,1205,5685
7.5-10.0,OTHERS,KHAMMAM,541,TELANGANA,37,1269,10914,277,1445,304,1160,268,1081,436,1234,60,314,926,5234
7.5-10.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,446,3750,208,1357,134,546,52,119,9,7,8,68,373,2097
7.5-10.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,733,6262,102,424,286,898,94,153,103,320,11,44,461,1838
7.5-10.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,375,3155,65,388,232,1183,5,1,13,45,0,0,303,1616
7.5-10.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,656,5580,54,420,238,1113,6,10,176,1001,21,144,461,2689
7.5-10.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,1093,9306,72,598,171,827,0,0,700,5887,13,97,952,7409
7.5-10.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,1194,10108,335,2425,168,688,41,175,228,1136,62,245,747,4669
7.5-10.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,1054,8916,362,2706,190,787,20,53,144,711,40,116,702,4374
7.5-10.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,3144,26879,274,1423,206,418,59,164,895,2320,98,220,1409,4545
7.5-10.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,2063,17566,374,2177,409,1930,121,684,431,2342,23,74,1207,7208
7.5-10.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,1169,9938,49,205,42,132,96,261,332,1040,8,36,480,1675
7.5-10.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,5997,51264,1058,4451,312,931,209,792,800,2199,245,687,2325,9060
7.5-10.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,5571,47707,286,1114,45,45,216,364,1915,6214,48,53,2319,7791
7.5-10.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,1352,11506,33,286,166,293,97,228,831,2023,29,82,977,2913
7.5-10.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,621,5271,5,2,2,0,7,59,0,0,8,33,22,94
7.5-10.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,10,88,0,0,0,0,0,0,1,10,4,18,5,27
7.5-10.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,14,116,4,33,3,18,0,0,0,0,4,16,11,68
7.5-10.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,56,476,0,0,1,1,0,0,1,5,5,23,6,29
7.5-10.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,42,356,0,0,0,0,4,8,5,6,10,42,18,56
7.5-10.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,176,1488,7,11,3,5,0,0,64,135,9,38,83,190
7.5-10.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,128,1079,27,33,0,0,12,53,15,43,19,84,66,212
7.5-10.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,298,2536,18,141,46,293,109,543,3,4,69,292,226,1275
7.5-10.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,399,3397,20,119,39,104,11,18,41,138,36,154,129,533
7.5-10.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,26,222,1,8,20,38,0,0,0,0,4,17,25,62
7.5-10.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,90,749,2,8,31,113,0,0,1,2,4,17,37,140
7.5-10.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,1109,9464,0,0,44,145,0,0,0,0,659,1570,703,1715
7.5-10.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,600,5120,1,2,95,466,0,0,5,44,48,42,149,555
7.5-10.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,75,641,0,0,13,101,0,0,34,273,7,30,52,404
7.5-10.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,8,64,0,0,0,0,0,0,0,0,4,16,4,16
7.5-10.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,21,172,4,34,0,0,0,0,0,0,14,57,18,91
7.5-10.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,13,116,0,0,0,0,0,0,1,1,4,18,5,18
7.5-10.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,12,101,0,0,0,0,0,0,0,0,8,33,8,33
7.5-10.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,3,24,0,0,0,0,1,1,0,0,1,4,2,5
7.5-10.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,58,501,1,9,0,0,0,0,1,2,5,21,7,32
7.5-10.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,56,475,0,0,0,0,0,0,2,9,0,0,2,9
7.5-10.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,3,25,0,0,0,0,0,0,0,0,0,0,0,0
7.5-10.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,2747,23413,77,431,160,382,209,679,160,504,18,76,536,2072
7.5-10.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,621,5307,75,278,95,453,15,23,321,1516,23,100,484,2370
7.5-10.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,1438,12233,207,780,273,983,758,4104,174,427,24,119,1041,6413
7.5-10.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,2151,18374,10,10,95,278,111,264,892,3087,26,86,968,3725
7.5-10.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,1540,13141,19,108,19,45,130,328,538,1140,22,78,670,1699
7.5-10.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,4947,42358,361,1535,71,159,124,253,2419,7876,153,698,2872,10521
7.5-10.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,3282,27970,500,2535,166,497,732,1307,1772,4338,77,330,2551,9007
7.5-10.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,2333,19828,186,1560,261,1078,1027,4010,83,236,109,470,1533,7355
7.5-10.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,1723,14784,309,1616,361,1346,280,1101,479,1375,99,482,1086,5920
7.5-10.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,511,4304,216,1400,154,583,52,119,9,7,38,212,431,2321
7.5-10.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,853,7271,104,432,320,1030,94,153,107,323,33,120,519,2058
7.5-10.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,1500,12761,66,396,276,1328,5,1,13,45,669,1615,1017,3384
7.5-10.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,1305,11112,63,484,333,1579,6,10,183,1062,99,314,650,3450
7.5-10.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,1231,10488,80,669,184,928,0,0,756,6344,47,245,1061,8186
7.5-10.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,1232,10429,340,2453,168,688,42,179,232,1156,81,326,772,4803
7.5-10.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,1202,10188,390,2932,190,787,20,53,150,757,110,419,803,4948
7.5-10.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,3222,27546,274,1423,206,418,59,164,899,2323,123,319,1438,4647
7.5-10.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,2148,18295,374,2177,418,1972,121,684,436,2385,76,314,1274,7532
7.5-10.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,1183,10057,49,205,42,132,97,262,333,1042,11,48,485,1690
7.5-10.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,6218,53147,1077,4540,315,934,209,792,817,2261,268,781,2383,9308
7.5-10.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,5787,49565,296,1139,45,45,220,371,1925,6258,53,75,2348,7889
7.5-10.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,1377,11723,33,286,166,293,97,228,836,2029,38,121,991,2958
