size_class,social_group,district_name,district_code,state_name,state_code,holding_no,holding_ar,sown_ar,current_fallows_ar,cultivated_ar,uncultivated-land_excluding_fallow,fallow_excluding_current-fallow,culturable_waste_land,uncultivated_land,land_not_for_cultivation
3.0-4.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,667,2285,1921,313,2235,1,38,0,39,11
3.0-4.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,659,2256,1275,853,2128,31,66,6,103,24
3.0-4.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,2007,6866,5077,1786,6863,0,2,0,2,1
3.0-4.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,1638,5605,3971,1197,5168,79,209,20,309,128
3.0-4.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,1790,6140,4952,1127,6079,0,44,1,46,15
3.0-4.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,4913,16844,14190,2325,16515,16,248,0,264,65
3.0-4.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,344,1169,777,392,1169,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,907,3106,2829,276,3105,0,0,0,0,1
3.0-4.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,6314,21787,18248,3351,21599,0,150,0,150,39
3.0-4.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,2999,10349,4101,4859,8960,12,1055,46,1114,275
3.0-4.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,654,2250,1830,420,2250,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,150,514,403,111,514,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,313,1071,822,249,1071,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,209,716,436,172,608,0,86,0,86,22
3.0-4.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,118,404,264,134,398,6,0,0,6,0
3.0-4.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,87,296,152,144,296,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,456,1558,1330,229,1558,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,885,3034,2515,498,3013,0,16,0,16,5
3.0-4.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,125,425,278,128,406,3,12,0,15,3
3.0-4.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,21173,72771,62823,9823,72646,5,32,46,83,42
3.0-4.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,7787,26641,22959,3178,26137,2,119,2,123,381
3.0-4.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,13585,46571,37649,8584,46233,37,139,15,190,148
3.0-4.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,13507,46366,35513,7457,42970,99,1632,68,1799,1597
3.0-4.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,10808,37114,18197,15880,34077,375,1386,233,1994,1043
3.0-4.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,30666,105287,85674,18969,104643,6,419,0,425,220
3.0-4.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,24532,84276,56615,22385,79001,1080,1834,351,3265,2011
3.0-4.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,14358,49332,39326,9154,48480,51,480,57,589,263
3.0-4.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,13822,47509,42842,3864,46706,16,561,0,578,226
3.0-4.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,5326,18288,17166,1122,18288,0,0,0,0,0
3.0-4.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,7531,26094,22134,3596,25729,164,1,92,257,107
3.0-4.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,9479,32548,28309,3888,32197,14,223,0,237,114
3.0-4.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,10460,35939,28609,5484,34094,78,1213,46,1337,508
3.0-4.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,10506,36215,34368,1622,35990,4,10,2,16,209
3.0-4.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,12848,44141,43151,944,44095,0,0,0,0,46
3.0-4.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,15636,53609,47766,5819,53585,0,15,0,15,9
3.0-4.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,25412,87521,68775,7971,76746,0,6317,519,6836,3938
3.0-4.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,10996,37786,28893,5728,34621,663,677,668,2007,1158
3.0-4.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,14667,50176,38426,9162,47587,42,1221,120,1384,1205
3.0-4.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,32926,113377,103428,9710,113138,23,95,27,145,94
3.0-4.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,38245,131352,115538,12679,128217,4,1940,38,1981,1153
3.0-4.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,12376,42437,27469,10436,37905,399,2270,263,2932,1600
2.0-3.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,6,15,7,7,15,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,10,24,12,12,24,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,4,10,6,4,10,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,21,47,24,23,47,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,37,94,30,59,89,1,3,1,5,1
2.0-3.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,2,5,2,2,5,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,11,27,12,15,27,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,0,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,36,91,48,44,91,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,84,204,152,52,204,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,12,28,17,11,28,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,20,48,24,24,48,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,71,173,117,55,172,0,0,0,0,1
2.0-3.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,88,219,172,47,219,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,1,2,1,1,2,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,92,225,126,99,225,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,21,51,29,12,41,0,10,0,10,0
2.0-3.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,72,183,117,61,179,0,5,0,5,0
2.0-3.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,2,5,1,4,5,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,4,10,4,6,10,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,66,167,113,52,165,0,1,0,1,0
2.0-3.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,3,7,3,3,7,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,8827,19880,17650,2214,19864,0,5,4,9,7
2.0-3.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,1728,3990,3435,460,3895,0,68,0,68,27
2.0-3.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,2567,5999,5218,740,5958,3,22,0,26,15
2.0-3.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,3507,8189,6570,1013,7584,1,520,2,524,81
2.0-3.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,3198,7475,4603,2380,6983,38,277,15,330,161
2.0-3.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,7998,18846,15878,2907,18785,0,61,0,61,0
2.0-3.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,3313,7819,5250,2269,7519,43,179,8,231,70
2.0-3.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,2713,6466,5264,1141,6406,1,47,4,52,9
2.0-3.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,1607,3701,3183,467,3651,0,51,0,51,0
2.0-3.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,148,350,267,84,350,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,426,988,752,223,976,3,0,2,5,7
2.0-3.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,216,486,413,71,485,0,0,0,1,1
2.0-3.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,568,1359,1060,262,1322,10,14,0,24,13
2.0-3.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,975,2267,1888,377,2264,0,0,0,0,3
2.0-3.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,956,2269,2144,123,2267,0,0,0,0,3
2.0-3.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,1120,2658,1890,768,2658,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,5007,11233,8016,1354,9370,4,1611,91,1707,157
2.0-3.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,2190,4996,3828,700,4528,55,174,69,298,170
2.0-3.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,2036,4499,2781,1346,4126,0,265,17,282,90
2.0-3.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,6147,14372,12966,1290,14256,1,113,1,114,2
2.0-3.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,10414,23206,20847,1991,22837,0,354,1,355,14
2.0-3.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,2485,5646,3775,1355,5130,31,357,10,398,118
2.0-3.0,OTHERS,ADILABAD,532,TELANGANA,37,39249,90886,83587,7181,90769,2,3,66,72,45
2.0-3.0,OTHERS,NIZAMABAD,533,TELANGANA,37,23255,54826,47856,5852,53708,16,255,1,272,846
2.0-3.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,38276,91220,77880,12929,90809,38,167,14,220,191
2.0-3.0,OTHERS,MEDAK,535,TELANGANA,37,33905,80468,62673,12060,74733,166,2857,96,3119,2617
2.0-3.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,24844,58940,30808,24257,55066,585,1615,307,2507,1367
2.0-3.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,77598,185319,152719,31839,184558,0,479,5,484,277
2.0-3.0,OTHERS,NALGONDA,539,TELANGANA,37,57527,137211,95916,33935,129851,1202,2503,578,4283,3077
2.0-3.0,OTHERS,WARANGAL,540,TELANGANA,37,34115,81362,66855,13449,80304,69,532,85,686,372
2.0-3.0,OTHERS,KHAMMAM,541,TELANGANA,37,23470,55827,52991,1911,54901,0,589,0,589,336
2.0-3.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,14935,35750,34383,1367,35750,0,0,0,0,0
2.0-3.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,15783,37896,33011,4424,37435,157,18,124,299,162
2.0-3.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,9680,22607,21937,438,22376,19,47,55,121,111
2.0-3.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,19685,46786,45402,737,46139,156,124,0,280,368
2.0-3.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,24435,58214,56738,1116,57853,9,2,1,12,348
2.0-3.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,29567,71025,69750,1134,70884,0,1,0,1,141
2.0-3.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,40157,96105,88359,7686,96045,11,30,0,41,19
2.0-3.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,62026,146621,117655,11794,129449,36,9276,1255,10567,6605
2.0-3.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,26589,62871,50496,8262,58758,583,820,1197,2600,1514
2.0-3.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,45056,106058,79075,20774,99849,170,2780,356,3306,2904
2.0-3.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,72022,172226,159538,12350,171889,24,172,19,215,122
2.0-3.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,120864,280184,252704,23099,275804,12,2640,74,2726,1654
2.0-3.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,39371,92660,61814,22866,84680,615,3948,427,4989,2991
2.0-3.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,21510,49174,41751,7391,49141,2,21,2,25,8
2.0-3.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,1741,3935,3433,479,3912,0,1,0,1,22
2.0-3.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,958,2225,1725,500,2225,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,2399,5555,4628,703,5331,5,170,0,175,49
2.0-3.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,2635,6075,3605,2126,5731,129,147,14,290,54
2.0-3.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,7937,18626,14731,3859,18590,0,29,0,29,7
2.0-3.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,5981,14088,9626,3523,13148,94,480,37,610,330
2.0-3.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,6202,14709,12653,1943,14596,13,78,1,92,22
2.0-3.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,15500,36143,31119,4160,35279,35,658,1,694,170
2.0-3.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,1358,3164,2420,745,3164,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,2401,5686,5384,293,5677,1,2,3,5,3
2.0-3.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,12921,31203,27222,3926,31148,0,39,0,39,16
2.0-3.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,6323,15032,7153,6367,13520,1,1200,10,1211,300
2.0-3.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,1852,4399,3727,673,4399,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,498,1213,962,251,1213,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,1314,3037,2409,627,3037,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,926,2088,1467,297,1764,0,248,6,254,70
2.0-3.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,603,1362,968,333,1301,5,22,12,39,23
2.0-3.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,529,1186,725,438,1163,0,18,0,18,5
2.0-3.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,1320,3071,2550,521,3071,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,5605,12508,11452,1007,12459,0,36,0,36,13
2.0-3.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,746,1724,1077,491,1568,15,106,3,125,31
2.0-3.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,69592,159956,142996,16793,159789,4,29,72,106,61
2.0-3.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,26734,62775,54736,6803,61539,16,323,1,341,895
2.0-3.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,41805,99454,84830,14172,99002,42,190,14,246,206
2.0-3.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,39832,94259,73895,13799,87694,172,3548,99,3818,2747
2.0-3.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,30714,72584,39046,28822,67868,754,2041,337,3132,1584
2.0-3.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,93535,222795,183331,38607,221938,0,568,5,573,284
2.0-3.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,66832,159146,110804,39742,150545,1339,3162,623,5124,3477
2.0-3.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,43030,102538,84772,16533,101305,83,657,89,830,403
2.0-3.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,40613,95762,87341,6581,93922,35,1298,1,1334,506
2.0-3.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,16525,39469,37221,2248,39469,0,0,0,0,0
2.0-3.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,18622,44598,39164,4952,44116,160,20,128,309,173
2.0-3.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,22837,54345,49597,4459,54056,20,86,55,161,128
2.0-3.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,26647,63350,53732,7421,61153,168,1338,10,1515,682
2.0-3.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,27350,65100,62524,2212,64737,9,2,1,12,351
2.0-3.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,31022,74510,72856,1509,74366,0,1,0,1,143
2.0-3.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,42683,102024,92783,9180,101964,11,30,0,41,19
2.0-3.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,67980,159993,127166,13457,140624,40,11145,1352,12538,6832
2.0-3.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,29454,69413,55409,9356,64765,644,1021,1277,2942,1707
2.0-3.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,47623,111748,82581,22562,105144,170,3063,373,3606,2999
2.0-3.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,79493,189678,175058,14167,189225,25,284,20,329,124
2.0-3.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,136949,316065,285116,26149,311265,12,3033,75,3120,1680
2.0-3.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,42605,100037,66669,24716,91384,661,4410,440,5512,3140
5.0-7.5,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,3,19,12,6,19,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,11,73,36,36,73,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,3,19,10,10,19,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,MEDAK,535,TELANGANA,37,12,70,32,38,70,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,13,77,30,43,73,0,2,0,3,2
5.0-7.5,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,3,19,9,9,19,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,10,64,42,20,62,0,2,0,2,0
5.0-7.5,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,1,5,3,3,5,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,20,128,76,52,128,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,35,210,160,50,210,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,15,91,41,50,91,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,15,93,65,28,93,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,36,229,146,82,228,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,77,469,326,143,469,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,3,19,12,6,19,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,98,603,460,143,603,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,25,150,63,35,98,0,52,0,52,0
5.0-7.5,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,46,275,150,100,250,0,25,0,25,0
5.0-7.5,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,0,0,0,0,0,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,8,50,43,7,50,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,99,608,487,113,600,0,8,0,8,0
5.0-7.5,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,2,14,7,7,14,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,882,5291,4264,998,5262,0,10,2,12,17
5.0-7.5,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,70,417,289,127,416,0,0,0,0,1
5.0-7.5,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,201,1184,792,392,1184,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,239,1420,1040,349,1389,0,16,0,16,15
5.0-7.5,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,252,1507,804,621,1425,6,33,2,41,42
5.0-7.5,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,648,3834,2749,1056,3805,0,29,0,29,0
5.0-7.5,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,256,1532,820,690,1511,7,7,0,14,7
5.0-7.5,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,339,2032,1509,501,2011,0,19,0,19,2
5.0-7.5,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,142,829,588,239,827,0,2,0,2,0
5.0-7.5,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,8,49,25,25,49,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,38,229,157,72,229,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,35,195,109,73,182,0,13,0,13,0
5.0-7.5,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,50,293,174,114,288,2,0,0,2,2
5.0-7.5,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,111,637,502,136,637,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,105,634,499,135,634,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,99,583,371,212,583,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,192,1117,624,291,914,0,146,22,167,36
5.0-7.5,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,124,741,500,202,702,1,15,9,24,16
5.0-7.5,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,63,365,206,157,363,0,2,0,2,0
5.0-7.5,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,903,5278,3988,1281,5269,1,4,2,6,3
5.0-7.5,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,456,2681,2001,588,2590,0,88,0,88,3
5.0-7.5,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,102,615,393,178,571,5,32,0,36,7
5.0-7.5,OTHERS,ADILABAD,532,TELANGANA,37,6273,37611,32914,4580,37494,0,16,55,71,47
5.0-7.5,OTHERS,NIZAMABAD,533,TELANGANA,37,2390,14233,11929,1987,13916,3,84,4,91,225
5.0-7.5,OTHERS,KARIMNAGAR,534,TELANGANA,37,5119,30571,21199,9088,30287,60,110,8,178,106
5.0-7.5,OTHERS,MEDAK,535,TELANGANA,37,5856,35164,26073,5874,31948,48,1459,49,1556,1660
5.0-7.5,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,4452,26811,12253,11732,23985,397,1191,151,1740,1087
5.0-7.5,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,12803,76975,60094,16201,76295,5,425,0,430,250
5.0-7.5,OTHERS,NALGONDA,539,TELANGANA,37,10088,60275,38972,16614,55587,955,1635,282,2872,1817
5.0-7.5,OTHERS,WARANGAL,540,TELANGANA,37,5223,31330,22205,8384,30588,74,377,62,513,228
5.0-7.5,OTHERS,KHAMMAM,541,TELANGANA,37,4043,24180,22143,1733,23876,0,194,0,194,110
5.0-7.5,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,1756,10395,9931,465,10395,0,0,0,0,0
5.0-7.5,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,2491,14850,12447,2182,14629,71,28,44,143,78
5.0-7.5,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,1318,7800,7063,561,7624,39,50,6,95,81
5.0-7.5,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,2629,15589,14198,875,15074,84,216,0,300,216
5.0-7.5,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,4142,24754,22989,1695,24684,3,0,0,3,68
5.0-7.5,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,4955,29678,28719,810,29529,0,22,0,22,126
5.0-7.5,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,5057,29709,26355,3224,29580,1,81,0,83,47
