size_class,social_group,district_name,district_code,state_name,state_code,holding_no,holding_ar,holding_whly_irri_no,holding_whly_irri_ar,holding_whly_rain_no,holding_whly_rain_ar,holding_prtly_irri_no,holding_prtly_irri_tot-ar,holding_prtly_irri_irri-ar,holding_recve_irri_no,holding_recve_irri_irri-ar
3.0-4.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,31,104,19,40,9,19,3,8,4,22,44
3.0-4.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,130,456,67,139,35,77,28,83,56,95,194
3.0-4.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,51,172,16,27,27,67,8,25,10,24,37
3.0-4.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,188,644,71,153,84,153,33,103,42,104,195
3.0-4.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,258,884,246,680,4,13,0,0,0,246,680
3.0-4.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,277,955,146,382,98,316,28,91,43,174,426
3.0-4.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,369,1254,272,751,54,113,29,86,53,301,805
3.0-4.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,949,3262,213,395,565,1445,143,397,241,356,636
3.0-4.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,468,1608,325,777,70,236,34,108,46,359,823
3.0-4.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,227,760,70,153,125,264,20,64,26,90,179
3.0-4.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,1843,6295,217,645,1347,4325,233,774,378,450,1022
3.0-4.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,1417,4809,83,261,1086,2874,234,681,257,317,518
3.0-4.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,405,1371,82,190,180,332,132,348,148,214,338
3.0-4.0,OTHERS,ADILABAD,532,TELANGANA,37,12509,43031,558,1768,9045,30099,2119,7063,3427,2677,5195
3.0-4.0,OTHERS,NIZAMABAD,533,TELANGANA,37,7170,24558,3232,9977,1484,4761,2114,6472,2829,5346,12806
3.0-4.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,12715,43588,5557,17974,1459,4768,4469,12612,9557,10026,27531
3.0-4.0,OTHERS,MEDAK,535,TELANGANA,37,12057,41421,2823,7169,5097,15271,3398,9107,4159,6221,11328
3.0-4.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,9231,31738,1604,2726,3547,7984,2191,4447,2046,3795,4772
3.0-4.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,26664,91602,4630,13207,10425,30420,10287,31485,13563,14917,26770
3.0-4.0,OTHERS,NALGONDA,539,TELANGANA,37,22037,75742,5989,15412,4331,10289,9223,25156,11007,15212,26419
3.0-4.0,OTHERS,WARANGAL,540,TELANGANA,37,11805,40557,4270,13222,2096,6452,4291,12658,7096,8561,20318
3.0-4.0,OTHERS,KHAMMAM,541,TELANGANA,37,8518,29324,3419,11281,2487,8161,2532,8129,3898,5951,15179
3.0-4.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,4915,16889,2336,7955,753,2572,1741,5718,3327,4077,11282
3.0-4.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,6486,22505,1087,3490,1648,4781,3548,10715,5525,4635,9015
3.0-4.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,3103,10550,1092,3371,1172,3854,839,2694,1200,1931,4571
3.0-4.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,7225,24781,4051,13592,1624,5230,1544,5157,2784,5595,16376
3.0-4.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,9541,32896,8602,29226,514,1756,206,709,442,8808,29668
3.0-4.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,12420,42669,7368,25062,3406,11598,1545,5295,2390,8913,27452
3.0-4.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,14884,51040,8603,28668,3797,12438,1402,4744,2693,10005,31361
3.0-4.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,24242,83503,3978,10094,14010,38608,5526,17374,7653,9504,17747
3.0-4.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,10359,35599,6170,18166,2301,6910,730,2319,982,6900,19148
3.0-4.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,14352,49117,2985,7531,7387,21822,2897,8438,3511,5882,11043
3.0-4.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,30626,105521,4821,15729,20699,66708,4234,13917,5716,9055,21445
3.0-4.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,35876,123279,2592,8162,22669,74163,9492,26732,9940,12084,18102
3.0-4.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,11844,40634,2077,5405,2897,5957,5988,14956,7013,8065,12417
3.0-4.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,6496,22278,127,339,5074,16829,144,475,218,271,556
3.0-4.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,250,842,121,331,70,207,59,193,46,180,377
3.0-4.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,230,800,139,351,48,139,17,48,36,156,387
3.0-4.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,667,2285,119,276,397,1244,146,401,215,265,491
3.0-4.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,659,2256,141,282,256,539,174,454,203,315,485
3.0-4.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,2007,6866,237,592,887,2094,790,2392,991,1027,1583
3.0-4.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,1638,5605,399,923,473,1221,690,1827,789,1089,1711
3.0-4.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,1790,6140,744,2122,455,1489,449,1340,753,1193,2876
3.0-4.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,4913,16844,627,1908,2412,7599,1528,4683,1925,2155,3833
3.0-4.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,344,1169,54,111,133,326,107,340,148,161,260
3.0-4.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,907,3106,53,154,614,1884,227,791,396,280,550
3.0-4.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,6314,21787,500,1668,3146,9227,2668,7353,2757,3168,4424
3.0-4.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,2999,10349,622,1572,1851,2052,214,477,149,836,1720
3.0-4.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,654,2250,397,1269,169,530,8,31,12,405,1281
3.0-4.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,150,514,51,111,79,224,20,68,19,71,131
3.0-4.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,313,1071,200,598,72,206,15,18,11,215,610
3.0-4.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,209,716,88,139,89,190,31,107,51,119,190
3.0-4.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,118,404,102,219,8,20,8,25,17,110,236
3.0-4.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,87,296,18,38,60,114,0,0,0,18,38
3.0-4.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,456,1558,23,52,378,1144,44,134,63,67,115
3.0-4.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,885,3034,83,274,644,1816,136,424,130,219,404
3.0-4.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,125,425,12,26,86,185,27,67,23,39,50
3.0-4.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,21173,72771,760,2295,15807,52370,2453,8158,3928,3213,6224
3.0-4.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,7787,26641,3537,10789,1637,5216,2270,6954,2940,5807,13729
3.0-4.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,13585,46571,5954,19011,1739,5593,4617,13045,9900,10571,28911
3.0-4.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,13507,46366,3125,7841,5955,17859,3650,9813,4511,6775,12352
3.0-4.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,10808,37114,1839,3159,4287,9674,2614,5363,2446,4453,5605
3.0-4.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,30666,105287,5191,14666,12314,35272,11682,35737,15331,16873,29997
3.0-4.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,24532,84276,6688,16981,5000,11932,10186,27702,12138,16874,29120
3.0-4.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,14358,49332,5233,15919,2789,8627,5014,14780,8325,10247,24244
3.0-4.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,13822,47509,4153,13468,5071,16255,4156,13119,5965,8309,19433
3.0-4.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,5326,18288,2431,8149,898,2926,1862,6092,3495,4293,11644
3.0-4.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,7531,26094,1210,3789,2298,6744,3807,11601,5982,5017,9771
3.0-4.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,9479,32548,1610,5069,4353,13165,3516,10075,3968,5126,9037
3.0-4.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,10460,35939,4787,15427,3564,7445,1791,5738,2975,6578,18402
3.0-4.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,10506,36215,9296,31327,689,2302,214,740,454,9510,31781
3.0-4.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,12848,44141,7565,25556,3584,12141,1593,5454,2453,9158,28008
3.0-4.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,15636,53609,9104,30079,3963,12840,1446,4848,2758,10550,32837
3.0-4.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,25412,87521,4279,10629,14676,40269,5700,17878,7945,9979,18573
3.0-4.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,10996,37786,6639,19245,2388,7197,772,2451,1044,7411,20289
3.0-4.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,14667,50176,3073,7722,7573,22202,2917,8502,3537,5990,11259
3.0-4.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,32926,113377,5062,16427,22424,72177,4511,14824,6156,9573,22583
3.0-4.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,38245,131352,2761,8702,24451,78967,9873,27868,10334,12634,19036
3.0-4.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,12376,42437,2172,5622,3164,6476,6147,15370,7185,8319,12807
2.0-3.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,6,15,1,1,5,6,0,0,0,1,1
2.0-3.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,10,24,8,10,2,2,0,0,0,8,10
2.0-3.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,4,10,3,4,0,0,1,3,3,4,6
2.0-3.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,21,47,7,8,7,8,6,8,4,13,13
2.0-3.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,37,94,8,10,13,17,3,3,1,11,12
2.0-3.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,2,5,0,0,2,2,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,11,27,4,5,6,8,0,0,0,4,5
2.0-3.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,36,91,19,27,17,21,0,0,0,19,27
2.0-3.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,84,204,57,105,16,30,7,17,13,64,118
2.0-3.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,12,28,8,10,1,1,3,6,6,11,16
2.0-3.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,20,48,17,21,3,3,0,0,0,17,21
2.0-3.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,71,173,60,95,4,5,7,17,15,67,110
2.0-3.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,88,219,88,172,0,0,0,0,0,88,172
2.0-3.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,1,2,0,0,1,1,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,92,225,50,72,27,36,7,17,13,57,86
2.0-3.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,21,51,3,1,18,27,0,0,0,3,1
2.0-3.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,72,183,60,99,7,18,0,0,0,60,99
2.0-3.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,2,5,1,1,0,0,0,0,0,1,1
2.0-3.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,4,10,2,2,2,2,0,0,0,2,2
2.0-3.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,66,167,4,5,62,108,0,0,0,4,5
2.0-3.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,3,7,0,0,3,3,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,8827,19880,303,629,7426,15992,465,1029,548,768,1176
2.0-3.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,1728,3990,710,1417,527,1124,424,893,381,1134,1798
2.0-3.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,2567,5999,1043,2252,499,1120,914,1847,1278,1957,3530
2.0-3.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,3507,8189,786,1375,1796,3784,754,1411,624,1540,1999
2.0-3.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,3198,7475,304,396,1792,3178,676,1029,429,980,826
2.0-3.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,7998,18846,1117,2331,4273,8846,2198,4700,2084,3315,4415
2.0-3.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,3313,7819,790,1373,1070,1799,1074,2077,940,1864,2313
2.0-3.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,2713,6466,1012,2057,594,1273,894,1934,1086,1906,3142
2.0-3.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,1607,3701,638,1127,581,1276,345,780,400,983,1527
2.0-3.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,148,350,80,131,45,105,15,31,16,95,147
2.0-3.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,426,988,165,265,138,251,120,236,132,285,398
2.0-3.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,216,486,94,153,67,137,55,123,53,149,206
2.0-3.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,568,1359,254,475,196,334,109,251,152,363,628
2.0-3.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,975,2267,910,1829,24,47,5,12,10,915,1838
2.0-3.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,956,2269,516,1195,282,624,139,325,161,655,1356
2.0-3.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,1120,2658,722,1405,202,416,29,69,33,751,1437
2.0-3.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,5007,11233,1109,1959,2932,4758,632,1299,651,1741,2610
2.0-3.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,2190,4996,1219,2431,534,1047,192,350,172,1411,2603
2.0-3.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,2036,4499,849,1244,685,1259,137,278,110,986,1354
2.0-3.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,6147,14372,874,1928,4387,9741,571,1296,487,1445,2415
2.0-3.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,10414,23206,431,884,8823,18194,822,1769,647,1253,1531
2.0-3.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,2485,5646,519,852,952,1452,816,1471,723,1335,1575
2.0-3.0,OTHERS,ADILABAD,532,TELANGANA,37,39249,90886,2671,5932,30375,68078,4043,9578,4835,6714,10767
2.0-3.0,OTHERS,NIZAMABAD,533,TELANGANA,37,23255,54826,10988,23772,5016,11143,5962,12942,6609,16950,30380
2.0-3.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,38276,91220,18493,41813,5408,12155,11950,23913,17699,30443,59512
2.0-3.0,OTHERS,MEDAK,535,TELANGANA,37,33905,80468,8047,14535,14387,30251,9436,17886,8513,17483,23048
2.0-3.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,24844,58940,4331,6187,10419,17457,4931,7164,3315,9262,9502
2.0-3.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,77598,185319,13763,27969,36227,74042,22993,50708,22773,36756,50743
2.0-3.0,OTHERS,NALGONDA,539,TELANGANA,37,57527,137211,17534,31769,14345,26020,19155,38127,17341,36689,49110
2.0-3.0,OTHERS,WARANGAL,540,TELANGANA,37,34115,81362,14457,30728,5855,12555,11124,23571,13638,25581,44367
2.0-3.0,OTHERS,KHAMMAM,541,TELANGANA,37,23470,55827,8975,20702,7778,17517,6414,14772,7293,15389,27995
2.0-3.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,14935,35750,7377,17449,2285,5299,5067,11635,6707,12444,24156
2.0-3.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,15783,37896,3234,7210,4203,8629,7902,17172,9425,11136,16635
2.0-3.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,9680,22607,3642,8207,3234,7251,2804,6479,3011,6446,11218
2.0-3.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,19685,46786,12243,28576,4184,9372,3173,7454,4157,15416,32733
2.0-3.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,24435,58214,22430,53050,1211,2856,340,831,437,22770,53487
2.0-3.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,29567,71025,18012,42702,8399,20058,2861,6990,3090,20873,45792
2.0-3.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,40157,96105,24294,56843,10877,24625,2858,6891,3628,27152,60471
2.0-3.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,62026,146621,13786,26418,37042,70825,9069,20412,9265,22855,35683
2.0-3.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,26589,62871,15763,33676,6590,14159,1301,2661,1203,17064,34879
2.0-3.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,45056,106058,11685,20680,22036,46611,5683,11784,4886,17368,25566
2.0-3.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,72022,172226,12567,29069,50220,114810,6651,15659,6435,19218,35504
2.0-3.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,120864,280184,8091,17950,93557,201680,15040,33074,12713,23131,30664
2.0-3.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,39371,92660,8130,14804,13904,22065,13681,24945,12360,21811,27163
2.0-3.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,21510,49174,284,607,18026,40218,393,925,483,677,1091
2.0-3.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,1741,3935,852,1750,555,1069,282,613,217,1134,1967
2.0-3.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,958,2225,447,700,260,556,245,469,412,692,1113
2.0-3.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,2399,5555,377,669,1359,2929,580,1030,577,957,1246
2.0-3.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,2635,6075,490,715,1086,1830,561,1060,531,1051,1246
2.0-3.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,7937,18626,851,1612,4072,7217,2762,5902,2430,3613,4042
2.0-3.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,5981,14088,1618,2702,2026,3755,1601,3169,1322,3219,4023
2.0-3.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,6202,14709,2897,6046,1502,3414,1511,3193,1767,4408,7813
2.0-3.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,15500,36143,2265,4871,8740,18795,3533,7453,2898,5798,7768
2.0-3.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,1358,3164,134,248,743,1469,326,703,372,460,619
2.0-3.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,2401,5686,117,236,1724,3869,539,1279,664,656,900
2.0-3.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,12921,31203,1906,4394,5982,12508,5033,10320,4060,6939,8454
2.0-3.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,6323,15032,1602,3097,3686,3268,417,788,259,2019,3356
2.0-3.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,1852,4399,980,2235,651,1459,13,32,13,993,2249
2.0-3.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,498,1213,132,231,281,591,58,140,60,190,291
2.0-3.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,1314,3037,882,1847,258,521,19,41,17,901,1864
2.0-3.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,926,2088,428,640,411,652,76,174,79,504,718
2.0-3.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,603,1362,443,741,100,206,10,21,6,453,747
2.0-3.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,529,1186,191,275,208,372,42,78,20,233,295
2.0-3.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,1320,3071,199,430,883,1919,88,201,91,287,521
2.0-3.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,5605,12508,664,1389,4373,9161,417,902,293,1081,1682
2.0-3.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,746,1724,106,173,478,713,132,191,80,238,253
2.0-3.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,69592,159956,3259,7169,55832,124294,4901,11532,5866,8160,13035
2.0-3.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,26734,62775,12558,26949,6100,13339,6668,14449,7207,19226,34155
2.0-3.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,41805,99454,19986,44768,6167,13830,13110,26231,19393,33096,64161
2.0-3.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,39832,94259,9217,16587,17549,36973,10776,20335,9718,19993,26306
2.0-3.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,30714,72584,5133,7309,13310,22481,6171,9256,4277,11304,11585
2.0-3.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,93535,222795,15731,31913,44574,90108,27953,61310,27288,43684,59200
2.0-3.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,66832,159146,19946,35848,17447,31582,21830,43373,19603,41776,55451
2.0-3.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,43030,102538,18366,38831,7951,17243,13529,28699,16491,31895,55322
2.0-3.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,40613,95762,11897,26726,17116,37609,10292,23006,10591,22189,37317
2.0-3.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,16525,39469,7648,17933,3089,6902,5415,12387,7108,13063,25040
2.0-3.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,18622,44598,3524,7721,6066,12750,8564,18694,10227,12088,17948
2.0-3.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,22837,54345,5659,12774,9286,19900,7892,16923,7124,13551,19898
2.0-3.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,26647,63350,14159,32243,8070,12979,3706,8510,4583,17865,36827
2.0-3.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,27350,65100,24408,57287,1886,4362,358,875,460,24766,57747
2.0-3.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,31022,74510,18660,44128,8963,21274,3058,7455,3311,21718,47439
2.0-3.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,42683,102024,25948,60168,11364,25599,2913,7017,3690,28861,63858
2.0-3.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,67980,159993,15326,29018,40403,76262,9777,21885,9994,25103,39013
2.0-3.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,29454,69413,17485,36948,7231,15430,1503,3031,1381,18988,38329
2.0-3.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,47623,111748,12726,22200,22929,48242,5862,12139,5016,18588,27216
2.0-3.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,79493,189678,13642,31429,55492,126472,7310,17157,7013,20952,38442
2.0-3.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,136949,316065,9190,20228,106815,229142,16279,35745,13653,25469,33881
2.0-3.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,42605,100037,8755,15828,15337,24233,14629,26607,13163,23384,28991
5.0-7.5,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,3,19,1,3,2,9,0,0,0,1,3
5.0-7.5,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,11,73,11,36,0,0,0,0,0,11,36
5.0-7.5,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,3,19,2,6,1,3,0,0,0,2,6
5.0-7.5,INSTITUTIONAL,MEDAK,535,TELANGANA,37,12,70,2,11,8,22,0,0,0,2,11
5.0-7.5,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,13,77,8,23,1,3,2,4,2,10,25
5.0-7.5,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,3,19,0,0,3,9,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,10,64,6,29,3,10,1,3,2,7,31
